user,date,channel,ts,text,thread_ts,reply_count,reaction_name,reaction_count
sumit,2026-03-27,#ai-workshops,1774594860.209258,Fixed the CORS issue on the API gateway,,0,,0
sumit,2026-03-30,#ai-workshops,1774843620.943248,"Updated the test suite, all green now",,0,,0
sumit,2026-03-30,#general,1774857240.728771,Had to work Saturday to fix the prod issue on AI Workshops,,0,,0
sidharth,2026-03-02,#ai-workshops,1772431860.894569,Design mockups are ready for review,,0,,0
sidharth,2026-03-02,#ai-workshops,1772435520.793818,"Blocked on the API response format, need input",1772435520.793818,5,,0
sidharth,2026-03-04,#ai-workshops,1772620560.654143,EOD update: completed documentation tasks,,0,,0
sidharth,2026-03-04,#ai-workshops,1772611800.327868,"Finished the migration script, testing locally",,0,100,1
sidharth,2026-03-04,#ai-workshops,1772616840.630571,Anyone seen this error before? Getting a 502 on staging,,0,rocket,1
sidharth,2026-03-04,#ai-workshops,1772601540.342375,"Client demo went well, few follow-ups noted",,0,,0
sidharth,2026-03-05,#ai-workshops,1772707260.745629,"Pushed the fix to staging, can someone verify?",,0,,0
sidharth,2026-03-05,#ai-workshops,1772685420.161320,Updated the README with setup instructions,,0,,0
sidharth,2026-03-05,#ai-workshops,1772715720.929363,Running into a weird bug with the date parser,,0,,0
sidharth,2026-03-05,#ai-workshops,1772709600.391463,Pair programming session at 3pm anyone?,,0,,0
sidharth,2026-03-05,#ai-workshops,1772688240.989271,Standup update: working on code review today,,0,,0
sidharth,2026-03-06,#ai-workshops,1772795220.499416,"Blocked on the API response format, need input",1772795220.499416,2,,0
sidharth,2026-03-06,#ai-workshops,1772799120.433984,Let's sync on the deployment pipeline,,0,,0
sidharth,2026-03-06,#ai-workshops,1772778840.705711,Updated the README with setup instructions,,0,,0
sidharth,2026-03-06,#ai-workshops,1772781900.593652,Let's sync on the deployment pipeline,1772781900.593652,3,raised_hands,2
sidharth,2026-03-06,#general,1772790000.873588,"feeling under the weather, taking rest today",1772790000.873588,5,,0
sidharth,2026-03-09,#ai-workshops,1773025440.647122,"The build is passing now, was a flaky test",1773025440.647122,4,raised_hands,1
sidharth,2026-03-09,#ai-workshops,1773054540.610480,Standup updatoe: working on design today,,0,,0
sidharth,2026-03-09,#ai-workshops,1773039840.285296,PR is up for review,,0,,0
sidharth,2026-03-09,#ai-workshops,1773050520.134303,"Blocked on the API response format, need input",,0,,0
sidharth,2026-03-09,#ai-workshops,1773040440.262744,"Finished the migration script, testing locally",,0,,0
sidharth,2026-03-09,#ai-workshops,1773052020.153984,Quick question about the auth flow,,0,,0
sidharth,2026-03-09,#ai-workshops,1773032880.505908,Running into a weird bug with the date parser,1773032880.505908,4,,0
sidharth,2026-03-10,#ai-workshops,1773124560.654475,Standup update: working on testing today,,0,,0
sidharth,2026-03-10,#ai-workshops,1773127740.838164,"Pushed the fix to staging, can someone verify?",,0,,0
sidharth,2026-03-10,#ai-workshops,1773134640.429213,,1773134640.429213,2,,0
sidharth,2026-03-10,#ai-workshops,1773111120.684757,PR is up for review,,0,,0
sidharth,2026-03-10,#ai-workshops,1773117600.313771,PR is up for review,,0,,0
sidharth,2026-03-11,#ai-workshops,1773206340.270911,EOD update: completed code review tasks,1773206340.270911,2,,0
sidharth,2026-03-11,#ai-workshops,1773214440.522882,"Client demo went well, few follow-ups noted",,0,,0
sidharth,2026-03-11,#ai-workshops,1773229800.360468,Pair programming session at 3pm anyone?,,0,,0
sidharth,2026-03-11,#ai-workshops,1773207180.976422,Merged tahe feature branch into develop,1773207180.976422,3,,0
sidharth,2026-03-12,#ai-workshops,1773316320.988223,PR is up for review,,0,,0
sidharth,2026-03-12,#ai-workshops,1773289440.426652,Fixed the CORS issue on the API gateway,,0,,0
sidharth,2026-03-12,#ai-workshops,1773310980.709689,PR is up for review,,0,,0
sidharth,2026-03-13,#ai-workshops,1773394800.689191,"Reviewed the PR, left a few comments",1773394800.689191,2,,0
sidharth,2026-03-13,#ai-workshops,1773383940.731941,"Client demo went well, few follow-ups noted",,0,,0
sidharth,2026-03-13,#ai-workshops,1773394200.973187,"Reviewed the PR, left a few comments",1773394200.973187,3,white_check_mark,1
sidharth,2026-03-13,#ai-workshops,1773376680.857650,"Blocked on the API response format, need input",1773376680.857650,5,,0
sidharth,2026-03-13,#ai-workshops,1773399360.118485,,,0,,0
sidharth,2026-03-13,#general,1773387060.770108,Putting in extra hours on AI Workshops this week,1773387060.770108,3,,0
sidharth,2026-03-16,#ai-workshops,1773660240.711644,Let's sync on the deployment pipeline,1773660240.711644,1,pray,1
sidharth,2026-03-16,#ai-workshops,1773639420.118455,Let's sync on the deployment pipeline,,0,,0
sidharth,2026-03-16,#ai-workshops,1773660180.130668,PR is up for review,,0,,0
sidharth,2026-03-17,#ai-workshops,1773724980.959249,Updated the README with setup instructions,,0,,0
sidharth,2026-03-17,#ai-workshops,1773748020.380255,,,0,white_check_mark,3
sidharth,2026-03-17,#ai-workshops,1773718320.804898,"The build is passing now, was a flaky test",,0,,0
sidharth,2026-03-17,#ai-workshops,1773721080.331133,"Updated the test suite, all green now",,0,,0
sidharth,2026-03-18,#ai-workshops,1773815580.507411,Let's sync on the deployment pipeline,,0,,0
sidharth,2026-03-18,#general,1773827040.612215,Good morning team!,1773827040.612215,5,,0
sidharth,2026-03-20,#ai-workshops,1773999600.359112,"Blocked on the API response format, need input",,0,,0
sidharth,2026-03-20,#general,1773991680.552181,Staying late tonight to wrap up AI Workshops deliverable,,0,raised_hands,2
sidharth,2026-03-20,#ai-workshops,1773994020.958717,,1773994020.958717,4,,0
sidharth,2026-03-21,#general,1774095120.823394,"Weekend push on AI Workshops, almost done",,0,,0
sidharth,2026-03-23,#ai-workshops,1774257840.604927,"The build is passing now, was a flaky test",1774257840.604927,2,,0
sidharth,2026-03-23,#general,1774249800.918730,Good morning team!,,0,,0
sidharth,2026-03-24,#ai-workshops,1774326000.593259,EOD update: completed code review tasks,,0,,0
sidharth,2026-03-24,#ai-workshops,1774338540.406678,Design mockups are ready for review,,0,,0
sidharth,2026-03-24,#ai-workshops,1774327800.387960,Pair programming session at 3pm anyone?,1774327800.387960,2,,0
sidharth,2026-03-24,#ai-workshops,1774352040.422826,"Updated the test suite, all green now",1774352040.422826,2,,0
sidharth,2026-03-24,#ai-workshops,1774327080.483903,Design mockups are ready for review,1774327080.483903,5,,0
sidharth,2026-03-24,#ai-workshops,1774341360.850994,"Finished the migration script, testing locally",,0,,0
sidharth,2026-03-25,#ai-workshops,1774419120.172418,Deployed to production,,0,,0
sidharth,2026-03-25,#general,1774419420.283821,Staying late tonight to wrap up AI Workshops deliverable,,0,,0
sidharth,2026-03-26,#ai-workshops,1774497420.459590,Running into a weird bug with the date parser,,0,fire,2
sidharth,2026-03-26,#ai-workshops,1774517820.172911,Anyone seen this error before? Getting a 502 on staging,,0,,0
sidharth,2026-03-26,#general,1774521540.810705,Worked over the weekend to hit the AI Workshops deadline,,0,,0
sidharth,2026-03-27,#general,1774601640.300310,Happy Friday everyone 🎉,,0,,0
sidharth,2026-03-30,#ai-workshops,1774852920.662154,Standup update: working on testieng today,1774852920.662154,1,,0
sidharth,2026-03-30,#ai-workshops,1774865700.425828,"Pushed the fix to staging, can someone verify?",,0,,0
sidharth,2026-03-30,#ai-workshops,1774872960.468960,"Finished the migration script, testing locally",,0,,0
sidharth,2026-03-30,#ai-workshops,1774860480.598773,Deployed to production,,0,,0
sidharth,2026-03-30,#ai-workshops,1774849260.565621,Design mockups are ready for review,,0,,0
sidharth,2026-03-30,#ai-workshops,1774872840.848342,"Updated the test suite, all green now",,0,,0
sidharth,2026-03-30,#general,1774846440.245847,"won't be available tomorrow, taking a day off",,0,,0
sidharth,2026-03-31,#ai-workshops,1774935180.686152,Pair programming session at 3pm anyone?,,0,,0
sidharth,2026-03-31,#ai-workshops,1774957740.902384,Merged the feature branch into develop,1774957740.902384,3,,0
sidharth,2026-03-31,#ai-workshops,1774938840.774557,"Blocked on the API response format, need input",,0,rocket,1
sidharth,2026-03-31,#ai-workshops,1774942560.870522,Standup update: working on design today,,0,,0
sidharth,2026-03-31,#ai-workshops,1774947660.370873,Heads up — CI pipeline is broken on main,,0,pray,3
sidharth,2026-03-31,#ai-workshops,1774947360.368248,Updated the README with setup instructions,,0,,0
vishnu.nair,2026-03-02,#ai-workshops,1772434560.297134,EOD update: completed code review tasks,1772434560.297134,1,rocket,1
vishnu.nair,2026-03-02,#ai-workshops,1772452620.289213,"The build is passing now, was a flaky test",,0,,0
vishnu.nair,2026-03-02,#ai-workshops,1772438220.808783,Fixed the CORS issue on the API gateway,,0,,0
vishnu.nair,2026-03-02,#ai-workshops,1772430300.932371,Quick question about the auth flow,1772430300.932371,2,rocket,4
vishnu.nair,2026-03-02,#ai-workshops,1772440680.208552,Deployed to production,,0,eyes,3
vishnu.nair,2026-03-02,#ai-workshops,1772444220.437500,"WFH today, might take half day",,0,,0
vishnu.nair,2026-03-04,#ai-workshops,1772603640.280667,Standup update: working on code review today,1772603640.280667,4,,0
vishnu.nair,2026-03-04,#ai-workshops,1772614140.548852,Fixed the CORS issue on the API gateway,1772614140.548852,5,thumbsup,2
vishnu.nair,2026-03-05,#general,1772699520.733146,,1772699520.733146,1,,0
vishnu.nair,2026-03-06,#ai-workshops,1772782320.164223,Running into a weird bug with the date parser,1772782320.164223,3,,0
vishnu.nair,2026-03-06,#ai-workshops,1772767740.910967,Design mockups are ready for review,,0,,0
vishnu.nair,2026-03-06,#ai-workshops,1772800860.390526,StandUp update: working on development today,,0,,0
vishnu.nair,2026-03-06,#ai-workshops,1772785680.344278,Heads up — CI pipeline is broken on main,,0,white_check_mark,1
vishnu.nair,2026-03-09,#ai-workshops,1773036060.904129,"Blocked on the API response format, need input",,0,rocket,3
vishnu.nair,2026-03-09,#ai-workshops,1773051720.212433,Heads up — CI pipeline is broken on main,1773051720.212433,2,,0
vishnu.nair,2026-03-09,#ai-workshops,1773054480.546248,"Reviewed the PR, left a few comments",1773054480.546248,3,,0
vishnu.nair,2026-03-09,#ai-workshops,1773034200.443230,Design mockups are ready for review,1773034200.443230,1,,0
vishnu.nair,2026-03-09,#ai-workshops,1773055020.402718,Design mockups are ready for review,1773055020.402718,2,,0
vishnu.nair,2026-03-10,#ai-workshops,1773139740.616134,"Refactored the middleware layer, much cleaner now",,0,,0
vishnu.nair,2026-03-10,#ai-workshops,1773120240.809849,Design mockups are ready for review,,0,,0
vishnu.nair,2026-03-10,#ai-workshops,1773145080.684865,Fixed the CORS issu on the API gateway,,0,,0
vishnu.nair,2026-03-10,#ai-workshops,1773130020.820748,Anyone seen this error before? Getting a 502 on staging,1773130020.820748,3,,0
vishnu.nair,2026-03-11,#ai-workshops,1773204780.652216,Updated the README with setup instructions,,0,,0
vishnu.nair,2026-03-11,#ai-workshops,1773222600.533383,"Reviewed the PR, left a few comments",1773222600.533383,5,,0
vishnu.nair,2026-03-11,#ai-workshops,1773215760.562735,"Finished the migration script, testing locally",,0,,0
vishnu.nair,2026-03-11,#ai-workshops,1773208680.395178,Heads up — CI pipeline is broken on main,1773208680.395178,4,,0
vishnu.nair,2026-03-11,#ai-workshops,1773210060.798654,Heads up — CI pipeline is broken on main,,0,,0
vishnu.nair,2026-03-11,#ai-workshops,1773216120.521692,"not feeling well today, going to log off early",,0,,0
vishnu.nair,2026-03-12,#ai-workshops,1773303780.366478,,1773303780.366478,3,,0
vishnu.nair,2026-03-12,#ai-workshops,1773293880.224125,Deployed to production,,0,,0
vishnu.nair,2026-03-13,#ai-workshops,1773393060.782250,Fixed the CORS issue on the API gateway,,0,,0
vishnu.nair,2026-03-13,#ai-workshops,1773390300.664219,"Blocked on the API response format, need input",,0,,0
vishnu.nair,2026-03-13,#ai-workshops,1773384600.697639,"Client demo went well, few follow-ups noted",1773384600.697639,1,,0
vishnu.nair,2026-03-13,#general,1773382980.299602,"Working from home today, reachable on Slack",,0,,0
vishnu.nair,2026-03-16,#ai-workshops,1773640080.312410,"Refactored the middleware layer, much cleaner now",,0,,0
vishnu.nair,2026-03-16,#ai-workshops,1773662280.379524,Pair programming session at 3pm anyone?,1773662280.379524,2,,0
vishnu.nair,2026-03-16,#ai-workshops,1773657180.946409,"Updated the test suite, all green now",,0,,0
vishnu.nair,2026-03-16,#ai-workshops,1773638340.755954,"Reviewed the PR, left a few comments",,0,raised_hands,4
vishnu.nair,2026-03-16,#ai-workshops,1773650400.863470,"Pushed the fix to staging, can someone verify?",,0,,0
vishnu.nair,2026-03-17,#ai-workshops,1773720360.713870,Let's sync on the deployment pipeline,1773720360.713870,3,,0
vishnu.nair,2026-03-17,#ai-workshops,1773734400.460943,EOD update: completed documentation tasks,1773734400.460943,4,raised_hands,4
vishnu.nair,2026-03-17,#ai-workshops,1773748140.292914,"Updated the test suite, all green now",,0,,0
vishnu.nair,2026-03-18,#ai-workshops,1773810480.783110,"Finished the migration script, testing locally",,0,,0
vishnu.nair,2026-03-18,#ai-workshops,1773807420.249966,Pair programming session at 3pm anyone?,,0,,0
vishnu.nair,2026-03-18,#ai-workshops,1773824580.683169,,1773824580.683169,2,,0
vishnu.nair,2026-03-18,#ai-workshops,1773830460.201319,Merged the feature branch into develop,,0,,0
vishnu.nair,2026-03-20,#ai-workshops,1773991440.788207,"Finished the migration script, testing locally",,0,,0
vishnu.nair,2026-03-20,#ai-workshops,1774004100.272166,Deployed to production,,0,rocket,4
vishnu.nair,2026-03-20,#ai-workshops,1774002180.884695,"Reviewed the PR, left a few comments",,0,,0
vishnu.nair,2026-03-20,#ai-workshops,1773994920.385250,"Client demo went well, few follow-ups noted",,0,raised_hands,2
vishnu.nair,2026-03-20,#ai-workshops,1773996480.127283,"Pushed the fix to staging, can someone verify?",,0,,0
vishnu.nair,2026-03-20,#ai-workshops,1773994680.306400,Standup update: working on documentation today,,0,,0
vishnu.nair,2026-03-23,#ai-workshops,1774262760.859697,"Pushed the fix to staging, can someone verify?",1774262760.859697,1,,0
vishnu.nair,2026-03-23,#ai-workshops,1774243020.353340,"Client demo went well, few follow-ups noted",,0,,0
vishnu.nair,2026-03-23,#ai-workshops,1774245000.138571,Merged the feature branch into develop,,0,,0
vishnu.nair,2026-03-23,#ai-workshops,1774249980.486684,Quick question about the auth flow,,0,,0
vishnu.nair,2026-03-23,#ai-workshops,1774266720.783447,EOD update: completed design tasks,1774266720.783447,2,,0
vishnu.nair,2026-03-24,#ai-workshops,1774343400.628983,EOD update: completed testing tasks,1774343400.628983,4,,0
vishnu.nair,2026-03-24,#general,1774327500.473573,"Backlog grooming at 2pm, please join",1774327500.473573,4,raised_hands,3
vishnu.nair,2026-03-25,#ai-workshops,1774410720.364908,Fixed the CORS issue on the API gateway,,0,,0
vishnu.nair,2026-03-25,#ai-workshops,1774425480.405987,"Finished the migration script, testing locally",1774425480.405987,1,,0
vishnu.nair,2026-03-25,#ai-workshops,1774443540.223634,Deployed to production,,0,,0
vishnu.nair,2026-03-25,#ai-workshops,1774433520.420437,"Finished the migration script, testing locally",,0,,0
vishnu.nair,2026-03-25,#ai-workshops,1774414980.550518,"Refactored the middleware layer, much cleaner now",1774414980.550518,3,,0
vishnu.nair,2026-03-25,#ai-workshops,1774422420.903248,Running into a weird bug with the date parser,,0,,0
